fold,test_group,accuracy,macro_precision,macro_recall,macro_f1
1,p10,0.8554216867469879,0.8325757575757575,0.8227201257861635,0.8216931216931217
2,p11,0.6842105263157895,0.7796296296296297,0.7833333333333333,0.7206220419202164
3,p12,0.868421052631579,0.8640350877192983,0.9145299145299145,0.8747899159663866
4,p13,0.627906976744186,0.8383838383838383,0.604040404040404,0.602311661506708
5,p14,0.5,0.4378787878787878,0.6212121212121212,0.4793650793650794
