fold,test_group,accuracy,macro_precision,macro_recall,macro_f1
1,p10,0.891566265060241,0.8761870845204179,0.8706761006289309,0.8692806244852651
2,p11,0.6842105263157895,0.7796296296296297,0.7833333333333333,0.7206220419202164
3,p12,0.7368421052631579,0.793936793936794,0.8217338217338218,0.7658327698895651
4,p13,0.7558139534883721,0.8019748984865265,0.7487225193107546,0.7552718427663191
5,p14,0.5,0.4378787878787878,0.6212121212121212,0.4793650793650794
