fold,test_group,accuracy,macro_precision,macro_recall,macro_f1
1,p10,0.6746987951807228,0.7360482654600302,0.8156446540880503,0.7078934506353862
2,p11,0.5394736842105263,0.5111111111111111,0.3541666666666667,0.2710997442455243
3,p12,0.8289473684210527,0.8483796296296297,0.8888888888888888,0.8445431002589716
4,p13,0.5581395348837209,0.43989898989898996,0.5614973262032086,0.4765079365079365
5,p14,0.5,0.4378787878787878,0.6212121212121212,0.4793650793650794
