fold,test_group,accuracy,macro_precision,macro_recall,macro_f1
1,p10,0.7469879518072289,0.6840041572184429,0.7370283018867925,0.7054738562091503
2,p11,0.7236842105263158,0.5519125683060109,0.6458333333333334,0.5866070478015544
3,p12,0.8947368421052632,0.9432624113475176,0.873015873015873,0.8905608755129958
4,p13,0.43023255813953487,0.3040078201368524,0.45365418894830656,0.36364921206981843
5,p14,0.7906976744186046,0.8000283446712017,0.7467171717171718,0.7627001336049237
